year     Ap    
2016.109 10.6718993971 
2016.122 10.6726646383 
2016.135 10.6733036638 
2016.148 10.6738159814 
2016.161 10.6742010989 
2016.174 10.6744585247 
2016.187 10.6745877673 
2016.2 10.6745883356 
2016.213 10.6744597387 
2016.226 10.6742014862 
2016.239 10.6738130876 
2016.252 10.6732940531 
2016.265 10.6726438929 
2016.278 10.6718621177 
2016.291 10.6709482384 
2016.304 10.6699017661 
2016.317 10.6687222124 
2016.33 10.6674090891 
2016.343 10.6659619082 
2016.356 10.664380182 
2016.369 10.6626634233 
2016.382 10.660811145 
2016.395 10.6588228604 
2016.408 10.6566980829 
2016.421 10.6544363264 
2016.434 10.6520371051 
2016.447 10.6494999333 
2016.46 10.6468243257 
2016.473 10.6440097974 
2016.486 10.6410558636 
2016.499 10.63796204 
2016.512 10.6347278423 
2016.525 10.6313527868 
2016.538 10.6278363899 
2016.551 10.6241781684 
2016.564 10.6203776394 
2016.577 10.61643432 
2016.59 10.6123477281 
2016.603 10.6081173815 
2016.616 10.6037427985 
2016.629 10.5992234974 
2016.642 10.5945589972 
2016.655 10.589748817 
2016.668 10.584792476 
2016.681 10.5796894941 
2016.694 10.5744393911 
2016.707 10.5690416873 
2016.72 10.5634959033 
2016.733 10.55780156 
2016.746 10.5519581784 
2016.759 10.54596528 
2016.772 10.5398223865 
2016.785 10.53352902 
2016.798 10.5270847027 
2016.811 10.5204889573 
2016.824 10.5137413066 
2016.837 10.5068412739 
2016.85 10.4997883826 
2016.863 10.4925821564 
2016.876 10.4852221195 
2016.889 10.4777077962 
2016.902 10.4700387112 
2016.915 10.4622143893 
2016.928 10.4542343559 
2016.941 10.4460981364 
2016.954 10.4378052567 
2016.967 10.4293552429 
2016.98 10.4207476214 
2016.993 10.4119819188 
2017.006 10.4030576623 
2017.019 10.393974379 
2017.032 10.3847315965 
2017.045 10.3753288427 
2017.058 10.3657656457 
2017.071 10.356041534 
2017.084 10.3461560364 
2017.097 10.3361086819 
2017.11 10.3258989997 
2017.123 10.3155265196 
2017.136 10.3049907714 
2017.149 10.2942912854 
2017.162 10.283427592 
2017.175 10.272399222 
2017.188 10.2612057066 
2017.201 10.249846577 
2017.214 10.238321365 
2017.227 10.2266296025 
2017.24 10.2147708217 
2017.253 10.2027445553 
2017.266 10.190550336 
2017.279 10.178187697 
2017.292 10.1656561717 
2017.305 10.1529552938 
2017.318 10.1400845973 
2017.331 10.1270436165 
2017.344 10.1138318861 
2017.357 10.1004489408 
2017.37 10.0868943159 
2017.383 10.0731675468 
2017.396 10.0592681694 
2017.409 10.0451957195 
2017.422 10.0309497337 
2017.435 10.0165297485 
2017.448 10.0019353009 
2017.461 9.98716592811 
2017.474 9.97222116759 
2017.487 9.95710055718 
2017.5 9.94180363499 
2017.513 9.92632993941 
2017.526 9.91067900912 
2017.539 9.89485038311 
2017.552 9.87884360063 
2017.565 9.86265820126 
2017.578 9.84629372485 
2017.591 9.82974971154 
2017.604 9.81302570178 
2017.617 9.79612123631 
2017.63 9.77903585613 
2017.643 9.76176910258 
2017.656 9.74432051726 
2017.669 9.72668964207 
2017.682 9.70887601921 
2017.695 9.69087919117 
2017.708 9.67269870072 
2017.721 9.65433409094 
2017.734 9.63578490519 
2017.747 9.61705068712 
2017.76 9.5981309807 
2017.773 9.57902533015 
2017.786 9.55973328002 
2017.799 9.54025437512 
2017.812 9.52058816059 
2017.825 9.50073418182 
2017.838 9.48069198452 
2017.851 9.4604611147 
2017.864 9.44004111863 
2017.877 9.41943154291 
2017.89 9.39863193439 
2017.903 9.37764184026 
2017.916 9.35646080796 
2017.929 9.33508838525 
2017.942 9.31352412017 
2017.955 9.29176756106 
2017.968 9.26981825654 
2017.981 9.24767575554 
2017.994 9.22533960726 
2018.007 9.20280936122 
2018.02 9.18008456721 
2018.033 9.15716477533 
2018.046 9.13404953594 
2018.059 9.11073839974 
2018.072 9.08723091769 
2018.085 9.06352664104 
2018.098 9.03962512135 
2018.111 9.01552591046 
2018.124 8.99122856052 
2018.137 8.96673262395 
2018.15 8.94203765347 
2018.163 8.9171432021 
2018.176 8.89204882314 
2018.189 8.8667540702 
2018.202 8.84125849716 
2018.215 8.81556165822 
2018.228 8.78966310784 
2018.241 8.7635624008 
2018.254 8.73725909215 
2018.267 8.71075273726 
2018.28 8.68404289177 
2018.293 8.65712911161 
2018.306 8.63001095302 
2018.319 8.60268797252 
2018.332 8.57515972693 
2018.345 8.54742577336 
2018.358 8.5194856692 
2018.371 8.49133897216 
2018.384 8.46298524021 
2018.397 8.43442403164 
2018.41 8.40565490502 
2018.423 8.3766774192 
2018.436 8.34749113335 
2018.449 8.31809560691 
2018.462 8.28849039962 
2018.475 8.25867507152 
2018.488 8.22864918293 
2018.501 8.19841229447 
2018.514 8.16796396705 
2018.527 8.13730376188 
2018.54 8.10643124043 
2018.553 8.07534596452 
2018.566 8.0440474962 
2018.579 8.01253539787 
2018.592 7.98080923217 
2018.605 7.94886856208 
2018.618 7.91671295083 
2018.631 7.88434196197 
2018.644 7.85175515934 
2018.657 7.81895210705 
2018.67 7.78593236954 
2018.683 7.75269551151 
2018.696 7.71924109797 
2018.709 7.68556869421 
2018.722 7.65167786582 
2018.735 7.61756817869 
2018.748 7.58323919899 
2018.761 7.54869049318 
2018.774 7.51392162802 
2018.787 7.47893217056 
2018.8 7.44372168816 
2018.813 7.40828974844 
2018.826 7.37263591933 
2018.839 7.33675976905 
2018.852 7.30066086612 
2018.865 7.26433877934 
2018.878 7.22779307781 
2018.891 7.19102333093 
2018.904 7.15402910837 
2018.917 7.1168099801 
2018.93 7.07936551641 
2018.943 7.04169528784 
2018.956 7.00379886526 
2018.969 6.9656758198 
2018.982 6.9273257229 
2018.995 6.8887481463 
2019.008 6.84994266202 
2019.021 6.81090884236 
2019.034 6.77164625995 
2019.047 6.73215448767 
2019.06 6.69243309872 
2019.073 6.65248166659 
2019.086 6.61229976506 
2019.099 6.57188696818 
2019.112 6.53124285033 
2019.125 6.49036698616 
2019.138 6.44925895061 
2019.151 6.40791831892 
2019.164 6.36634466664 
2019.177 6.32453756957 
2019.19 6.28249660384 
2019.203 6.24022134585 
2019.216 6.19771137232 
2019.229 6.15496626022 
2019.242 6.11198558685 
2019.255 6.06876892979 
2019.268 6.0253158669 
2019.281 5.98162597635 
2019.294 5.9376988366 
2019.307 5.8935340264 
2019.32 5.84913112478 
2019.333 5.80448971108 
2019.346 5.75960936493 
2019.359 5.71448966624 
2019.372 5.66913019522 
2019.385 5.62353053238 
2019.398 5.57769025851 
2019.411 5.51690756473 
2019.424 5.51699369525 
2019.437 5.51721925548 
2019.45 5.51758361478 
2019.463 5.51808614282 
2019.476 5.51872620955 
2019.489 5.51950318521 
2019.502 5.52041644035 
2019.515 5.52146534578 
2019.528 5.52264927265 
2019.541 5.52396759235 
2019.554 5.52541967661 
2019.567 5.52700489741 
2019.58 5.52872262705 
2019.593 5.53057223813 
2019.606 5.5325531035 
2019.619 5.53466459635 
2019.632 5.53690609014 
2019.645 5.53927695861 
2019.658 5.54177657583 
2019.671 5.54440431612 
2019.684 5.54715955412 
2019.697 5.55004166476 
2019.71 5.55305002325 
2019.723 5.5561840051 
2019.736 5.55944298611 
2019.749 5.56282634237 
2019.762 5.56633345028 
2019.775 5.56996368652 
2019.788 5.57371642804 
2019.801 5.57759105213 
2019.814 5.58158693632 
2019.827 5.58570345848 
2019.84 5.58993999675 
2019.853 5.59429592955 
2019.866 5.59877063561 
2019.879 5.60336349396 
2019.892 5.6080738839 
2019.905 5.61290118504 
2019.918 5.61784477727 
2019.931 5.62290404077 
2019.944 5.62807835604 
2019.957 5.63336710385 
2019.97 5.63876966525 
2019.983 5.64428542161 
2019.996 5.64991375458 
2020.009 5.6556540461 
2020.022 5.6615056784 
2020.035 5.66746803402 
2020.048 5.67354049577 
2020.061 5.67972244677 
2020.074 5.68601327042 
2020.087 5.69241235041 
2020.1 5.69891907075 
2020.113 5.7055328157 
2020.126 5.71225296985 
2020.139 5.71907891807 
2020.152 5.7260100455 
2020.165 5.73304573761 
2020.178 5.74018538014 
2020.191 5.74742835912 
2020.204 5.75477406088 
2020.217 5.76222187205 
2020.23 5.76977117954 
2020.243 5.77742137056 
2020.256 5.7851718326 
2020.269 5.79302195346 
2020.282 5.80097112122 
2020.295 5.80901872426 
2020.308 5.81716415124 
2020.321 5.82540679113 
2020.334 5.83374603318 
2020.347 5.84218126694 
2020.36 5.85071188224 
2020.373 5.85933726921 
2020.386 5.86805681829 
2020.399 5.87686992018 
2020.412 5.88577596589 
2020.425 5.89477434672 
2020.438 5.90386445428 
2020.451 5.91304568043 
2020.464 5.92231741736 
2020.477 5.93167905754 
2020.49 5.94112999374 
2020.503 5.950669619 
2020.516 5.96029732668 
2020.529 5.97001251041 
2020.542 5.97981456413 
2020.555 5.98970288206 
2020.568 5.99967685872 
2020.581 6.00973588893 
2020.594 6.01987936777 
2020.607 6.03010669065 
2020.62 6.04041725325 
2020.633 6.05081045156 
2020.646 6.06128568184 
2020.659 6.07184234066 
2020.672 6.08247982487 
2020.685 6.09319753163 
2020.698 6.10399485838 
2020.711 6.11487120284 
2020.724 6.12582596306 
2020.737 6.13685853734 
2020.75 6.14796832429 
2020.763 6.15915472283 
2020.776 6.17041713215 
2020.789 6.18175495173 
2020.802 6.19316758135 
2020.815 6.2046544211 
2020.828 6.21621487133 
2020.841 6.22784833271 
2020.854 6.23955420619 
2020.867 6.251331893 
2020.88 6.26318079468 
2020.893 6.27510031307 
2020.906 6.28708985028 
2020.919 6.29914880873 
2020.932 6.31127659111 
2020.945 6.32347260044 
2020.958 6.33573623999 
2020.971 6.34806691336 
2020.984 6.36046402441 
2020.997 6.37292697732 
2021.01 6.38545517654 
